0.32	-0.997188	4.59382e-05	0.178072	0.0081279	0.083852	0.000128242	100.959	0.285678	0.0780351	0.000163106	88.1984	0.321729	
0.325	-0.995917	9.30179e-05	0.307978	0.014904	0.0839942	0.000229907	100.173	0.715064	0.0745888	0.000329626	80.0814	0.62443	
0.33	-0.994067	0.000149767	0.522868	0.0506801	0.0834519	0.000251862	96.7998	0.578594	0.0691269	0.000645556	69.6179	0.796957	
0.335	-0.990787	0.000226049	0.90039	0.0483518	0.0827686	0.00045111	94.179	1.05548	0.0577832	0.00106719	52.9633	1.26174	
0.34	-0.986637	0.000186797	0.785905	0.0321376	0.0819559	0.000698725	90.6623	1.61402	0.0425459	0.000937486	30.7316	1.24597	
0.345	-0.983328	8.31883e-05	0.482177	0.0181833	0.0772386	0.000691628	78.0791	1.48923	0.0307581	0.000463156	14.4985	0.594188	
0.35	-0.98131	5.0618e-05	0.362947	0.0082689	0.0736822	0.0006529	70.2679	1.2454	0.0262284	0.000277487	8.77173	0.322449	
0.355	-0.979624	2.84953e-05	0.322002	0.0044555	0.0703844	0.000588576	65.4651	1.22769	0.0239043	0.000139412	6.01105	0.140456	
0.36	-0.978025	2.31508e-05	0.313553	0.00286365	0.0689971	0.00064166	60.5241	1.12727	0.0226027	9.41851e-05	4.72894	0.0837452	
0.365	-0.976415	1.82455e-05	0.309865	0.00221026	0.0663251	0.000550538	56.0627	0.945592	0.0217974	7.4408e-05	3.95078	0.0559626	
0.37	-0.974883	1.69812e-05	0.315788	0.00176261	0.0640062	0.000459971	50.5943	0.763904	0.021476	4.50981e-05	3.59375	0.0286564	
