0.32	-0.99833	2.66052e-05	0.0868496	0.00260338	0.0952715	7.6938e-05	79.1642	0.133405	0.0924143	7.89828e-05	74.8757	0.126567	
0.33	-0.997039	4.06618e-05	0.160786	0.00433873	0.0952972	0.000105564	76.5372	0.165281	0.089816	0.000122303	68.5172	0.176716	
0.34	-0.994571	7.80142e-05	0.341706	0.0120983	0.0951672	0.000221618	73.9721	0.336393	0.0841803	0.000258903	59.1079	0.305499	
0.35	-0.989351	0.000193638	0.799787	0.031735	0.093863	0.000356989	69.9873	0.568882	0.0697929	0.000760882	42.9026	0.627394	
0.36	-0.981162	0.000132919	0.668374	0.0204125	0.0874367	0.000564528	59.0971	0.785362	0.0449919	0.000580421	18.4971	0.540198	
0.37	-0.976033	5.03015e-05	0.42185	0.0079465	0.0835155	0.000437483	52.2284	0.565894	0.0334939	0.000226655	8.04849	0.190347	
0.38	-0.972149	2.43663e-05	0.362552	0.00251334	0.0767384	0.000396526	42.7544	0.42021	0.0294536	9.19715e-05	4.80569	0.0582197	
0.39	-0.968588	2.03698e-05	0.354629	0.00154714	0.071976	0.000325806	36.5669	0.369042	0.0277533	5.54884e-05	3.63593	0.028945	
0.4	-0.965021	1.48929e-05	0.358643	0.00127843	0.0675652	0.000304182	31.9881	0.292043	0.0270953	3.77791e-05	3.13392	0.014543	
0.41	-0.961391	1.22081e-05	0.370697	0.00103604	0.0644755	0.000254933	28.4766	0.23258	0.0266731	3.12635e-05	2.82619	0.0103752	
0.42	-0.957649	1.27334e-05	0.378625	0.00089815	0.0613378	0.000212032	25.0124	0.190945	0.0263924	3.28217e-05	2.61571	0.0109808	
