0.37	-0.996323	5.23481e-05	0.135369	0.00308152	0.144867	7.65765e-05	29.5422	0.0313954	0.140947	0.000107181	28.2469	0.0407491	
0.386	-0.99317	6.9206e-05	0.254641	0.00421967	0.144667	9.39278e-05	27.9135	0.0375234	0.137014	0.000139618	25.4513	0.0476303	
0.402	-0.987525	0.000123138	0.467377	0.00788577	0.143812	0.000156336	26.1862	0.0534358	0.129135	0.000267063	21.8495	0.0728272	
0.418	-0.978257	0.000159685	0.732934	0.0070158	0.141167	0.000196277	24.1409	0.060751	0.115252	0.000350789	17.1353	0.087749	
0.434	-0.965158	0.000130546	0.805602	0.0051006	0.134402	0.000240039	21.0798	0.0619158	0.0952405	0.000285748	11.2885	0.0728867	
0.45	-0.953382	8.90746e-05	0.66952	0.00469373	0.125732	0.000252074	17.8442	0.066544	0.0800386	0.000183611	7.03113	0.0473342	
0.466	-0.943674	5.48868e-05	0.561888	0.00269646	0.117273	0.000223825	15.0738	0.0542381	0.0712314	0.000110012	4.71537	0.0235296	
0.482	-0.935193	3.59783e-05	0.50031	0.00155922	0.109965	0.000204389	12.8197	0.0483631	0.0661584	6.83966e-05	3.46851	0.013594	
0.498	-0.927447	2.94207e-05	0.475152	0.00109011	0.10377	0.000158031	11.0121	0.035964	0.0634744	5.17275e-05	2.81801	0.00802049	
0.514	-0.919957	2.19647e-05	0.459782	0.000751907	0.0983502	0.00014592	9.63293	0.0284655	0.0616765	3.36098e-05	2.41112	0.00472135	
0.53	-0.912642	2.16347e-05	0.452249	0.000704909	0.0935722	0.00013831	8.48834	0.0238512	0.0606356	3.60846e-05	2.15966	0.00405758	
