1.1	-1.31698	2.17703e-05	0.551982	0.00125628	0.946178	3.51558e-05	0.596708	0.00463067	0.00328597	1.27248e-06	0.0284549	2.61582e-05	
1.13	-1.29866	2.66793e-05	0.669991	0.00165656	0.929745	4.9962e-05	0.972163	0.00737946	0.0036667	1.54982e-06	0.0343673	3.25878e-05	
1.16	-1.27642	3.57076e-05	0.817709	0.00249582	0.906919	8.62217e-05	1.74319	0.0210389	0.0040933	1.86739e-06	0.041676	4.24751e-05	
1.19	-1.24885	6.63969e-05	1.02834	0.00468815	0.873003	0.000241341	3.78535	0.133779	0.00456879	2.13466e-06	0.0505922	5.58534e-05	
1.22	-1.21362	0.000124057	1.35769	0.0114366	0.815991	0.000630461	10.9289	0.501587	0.00513457	2.97051e-06	0.062237	8.20131e-05	
1.25	-1.16334	0.000463684	2.18805	0.0536395	0.66655	0.00569279	119.48	17.0555	0.00586215	6.77275e-06	0.0792137	0.000202013	
1.265	-1.12775	0.000580457	2.34615	0.0296277	0.455288	0.00989917	299.77	13.2088	0.00634507	8.09599e-06	0.0916058	0.000243563	
1.28	-1.09645	0.000321411	1.72258	0.028843	0.256427	0.00652146	215.521	6.981	0.00672706	4.90436e-06	0.101424	0.000153804	
1.31	-1.05299	0.000107874	1.25639	0.00637187	0.133594	0.00185795	73.5107	1.89281	0.00722678	3.41895e-06	0.113879	0.000131962	
1.34	-1.0185	6.88864e-05	1.07575	0.00360777	0.0926127	0.00095784	36.2963	0.71729	0.00760367	3.17808e-06	0.123357	0.000128987	
1.37	-0.988518	5.386e-05	0.936618	0.00273787	0.0731772	0.000533242	21.836	0.327173	0.00791307	3.51239e-06	0.130639	0.000141341	
1.4	-0.961771	3.96844e-05	0.842292	0.00230336	0.0601335	0.000339153	14.615	0.208541	0.00817599	3.12254e-06	0.136405	0.000130069	
