1	-0.848567	9.00412e-05	1.31424	0.00945037	0.0097693	7.7106e-06	0.349288	0.000559601	0.0959707	0.000476917	18.9125	0.290345	
1.01	-0.836964	7.49194e-05	1.0596	0.00581984	0.00989414	8.5332e-06	0.355207	0.000591696	0.0827141	0.000329494	13.3077	0.169435	
1.02	-0.827119	5.04064e-05	0.903101	0.00369225	0.0100522	7.70766e-06	0.361946	0.000619745	0.073718	0.000249927	10.1874	0.0936274	
1.03	-0.818682	3.90179e-05	0.794051	0.00281126	0.0101573	8.02928e-06	0.366298	0.000662022	0.0673998	0.000223148	8.34766	0.0734207	
1.04	-0.811132	3.80468e-05	0.71613	0.00205679	0.0102314	7.94476e-06	0.367458	0.00064315	0.0626584	0.000175882	7.12873	0.0536691	
0.94	-1.086	7.03673e-05	1.41297	0.00794286	0.00531623	4.4363e-06	0.111142	0.000195865	0.890582	0.000132571	3.11145	0.0323148	
0.95	-1.07009	0.000110008	1.83855	0.0192941	0.00571109	5.19218e-06	0.127084	0.000257452	0.866577	0.000288918	5.63127	0.253276	
0.96	-1.04826	0.000184167	2.67021	0.0358726	0.00620499	5.99956e-06	0.14843	0.000337751	0.828097	0.000522026	11.7352	0.378508	
0.97	-0.997895	0.00156602	10.0225	0.53776	0.00723008	3.19487e-05	0.20295	0.0020077	0.67116	0.00874056	202.448	19.9594	
0.98	-0.89131	0.000556797	4.60982	0.187401	0.00912176	1.26034e-05	0.311979	0.000877786	0.198966	0.00338694	118.003	5.74834	
0.99	-0.863888	0.000194213	1.85028	0.0250462	0.00953722	8.50432e-06	0.3365	0.000656286	0.11996	0.00102779	32.8188	0.900701	
