1.1	-1.31696	4.32069e-05	0.553871	0.00125991	0.946171	5.9315e-05	0.59302	0.00395761	0.00653839	3.08679e-06	0.0294812	3.40656e-05	
1.13	-1.29869	5.84549e-05	0.666375	0.00204103	0.929758	0.000112231	0.967279	0.0141706	0.00730071	4.16396e-06	0.0354422	4.67194e-05	
1.16	-1.27656	7.85475e-05	0.817167	0.00347091	0.907148	0.000193822	1.70626	0.0360182	0.00814292	4.6749e-06	0.0426697	6.39859e-05	
1.19	-1.24869	0.00011202	1.03166	0.00585308	0.872637	0.000363353	3.74465	0.13582	0.00911849	5.11945e-06	0.0518905	6.67562e-05	
1.22	-1.21339	0.000254425	1.36557	0.0146213	0.815046	0.00134065	11.171	0.887806	0.0102481	8.69606e-06	0.0637032	0.000127842	
1.25	-1.16492	0.000588772	1.92404	0.0275202	0.689592	0.00436889	49.3076	3.24922	0.0116495	1.70572e-05	0.0799357	0.000254744	
1.28	-1.10464	0.000531051	1.91905	0.014494	0.457101	0.00500398	90.0037	1.36894	0.0132152	1.47121e-05	0.0995852	0.000207487	
1.31	-1.05474	0.000269803	1.35636	0.0103031	0.270813	0.00274851	58.76	0.816206	0.0144145	9.1299e-06	0.114415	0.000158354	
1.34	-1.01867	0.000170591	1.08405	0.00563437	0.188343	0.00173005	32.9164	0.470301	0.0151947	7.24313e-06	0.123829	0.000142247	
1.37	-0.9886	0.000112927	0.942098	0.00311455	0.146978	0.00104486	21.1582	0.281995	0.0158114	7.55005e-06	0.131049	0.000129121	
1.4	-0.961802	8.37315e-05	0.838021	0.00208475	0.122077	0.000636832	14.583	0.126072	0.0163205	7.02683e-06	0.136723	0.000145552	
