0.32	-0.997815	3.57763e-05	0.123126	0.00373439	0.0891113	0.000122016	90.3025	0.26721	0.0849853	0.000115088	82.5137	0.21297	
0.326	-0.996944	4.63256e-05	0.181181	0.00577722	0.0889055	0.000117805	88.2376	0.297704	0.0830591	0.000151259	77.5094	0.262722	
0.332	-0.995375	8.28886e-05	0.313862	0.0141309	0.088926	0.000206038	86.5145	0.390743	0.0791125	0.000293634	69.6805	0.427733	
0.338	-0.993061	0.000122967	0.516572	0.0227517	0.0885	0.000309813	84.4157	0.608512	0.0728643	0.000466819	59.4645	0.590455	
0.344	-0.9886	0.000189076	0.838542	0.0294828	0.0875713	0.000484779	81.0952	0.905744	0.0584996	0.000820732	41.5087	0.887122	
0.35	-0.98359	0.000162372	0.706831	0.0311732	0.0835644	0.000707659	72.5278	1.11011	0.0412663	0.000773403	21.9479	0.902206	
0.356	-0.980232	7.05185e-05	0.446929	0.0151279	0.0799907	0.000696097	65.704	1.1684	0.0318326	0.000340906	10.9282	0.374198	
0.362	-0.977936	3.6188e-05	0.361148	0.00497245	0.076631	0.000573976	58.8128	0.85839	0.02815	0.000169889	7.08788	0.15836	
0.368	-0.975779	2.61087e-05	0.342713	0.00365182	0.073473	0.000547649	52.8085	0.809209	0.0259079	0.000107012	5.04295	0.0886339	
0.374	-0.973767	2.11159e-05	0.331831	0.00221052	0.0694071	0.000486956	46.9601	0.647695	0.0247941	6.4326e-05	4.08673	0.0483509	
0.38	-0.971825	1.57133e-05	0.333257	0.00178995	0.0674416	0.000459793	43.672	0.585705	0.024225	5.4154e-05	3.6222	0.0316814	
