0.2	3.26367e-07	1.46369e-07	0.500002	2.67141e-05
0.21	8.25098e-07	2.03618e-07	0.499949	7.82451e-05
0.22	1.12275e-06	2.35637e-07	0.49997	2.702e-05
0.23	3.571e-06	4.28854e-07	0.499967	3.25319e-05
0.24	8.82212e-06	9.58234e-07	0.499945	5.10368e-05
0.25	1.61287e-05	1.02264e-06	0.499882	5.90554e-05
0.26	2.8557e-05	1.40799e-06	0.499156	0.000270776
0.27	5.79646e-05	2.73522e-06	0.498198	0.000672945
0.28	9.16535e-05	2.78662e-06	0.497442	0.000530685
0.29	0.00015388	4.82303e-06	0.495446	0.00146579
0.3	0.000260912	5.7332e-06	0.491527	0.00123548
0.31	0.000397597	6.01368e-06	0.488248	0.000972132
0.32	0.000663571	1.25636e-05	0.475874	0.00210887
0.33	0.00103577	2.08755e-05	0.459282	0.00317039
0.34	0.00164835	2.55404e-05	0.425925	0.00422603
0.35	0.0026633	5.61926e-05	0.355638	0.00925382
0.36	0.00438175	7.47566e-05	0.213269	0.0119219
0.37	0.00630513	4.99823e-05	0.0763483	0.00724862
0.38	0.00793994	1.85024e-05	0.0281219	0.00202216
0.39	0.00951508	9.76336e-06	0.0132766	0.000856934
0.4	0.0111537	1.02433e-05	0.00775321	0.000422778
0.41	0.0129482	1.2866e-05	0.00498427	0.000255907
0.42	0.0148805	1.15251e-05	0.00313617	0.000109796
0.43	0.0169457	1.17637e-05	0.00202333	7.6763e-05
0.44	0.0191993	1.02782e-05	0.00138846	5.46939e-05
0.45	0.0215751	9.57746e-06	0.000969666	2.82209e-05
0.46	0.0240647	1.14422e-05	0.000685806	1.86965e-05
0.47	0.0267497	1.18413e-05	0.000474203	1.13869e-05
0.48	0.0295087	1.01702e-05	0.000332412	7.10536e-06
0.49	0.0324187	9.59564e-06	0.000249606	6.24172e-06
0.5	0.0354431	1.18944e-05	0.0001887	4.26147e-06
