0.2	-0.00787147	0.0106787	-0.00620161	0.0109716	-0.00808542	0.0106387
0.21	-0.00474591	0.00999475	-0.00375258	0.0100987	-0.00404061	0.0103172
0.22	-0.0206667	0.0133452	-0.022919	0.0134313	-0.0208761	0.01317
0.23	0.0155028	0.0124279	0.0142898	0.0124007	0.0144157	0.0123817
0.24	-0.00395694	0.0112509	-0.00140222	0.0112447	-0.00242802	0.0112768
0.25	-0.0175314	0.0132421	-0.0164218	0.0132396	-0.0159805	0.0132107
0.26	0.0377555	0.0111371	0.0378255	0.0112493	0.0383344	0.0113479
0.27	0.0188788	0.0107154	0.0173949	0.0110245	0.017787	0.0106565
0.28	0.00248164	0.0128008	0.00482967	0.013041	0.0022294	0.0127038
0.29	0.0091601	0.0130058	0.0117999	0.0128784	0.0108274	0.0128122
0.3	0.0230118	0.0142337	0.0254099	0.0142866	0.0236289	0.0143411
0.31	0.0716426	0.0121341	0.071684	0.0122777	0.071443	0.0122644
0.32	0.144793	0.0145337	0.145294	0.0144847	0.145352	0.0144617
0.33	0.28308	0.0119337	0.285346	0.0121866	0.285339	0.0122354
0.34	0.275445	0.00589527	0.277446	0.00598323	0.277409	0.0059895
0.35	0.172509	0.0050521	0.174114	0.0050863	0.174108	0.00509175
0.36	0.111062	0.00515031	0.112451	0.00520976	0.112491	0.00520031
0.37	0.0581106	0.00534501	0.0593392	0.00527969	0.059375	0.00527493
0.38	0.029724	0.00392221	0.0294987	0.00397795	0.029521	0.0039782
0.39	0.01769	0.00426942	0.0176022	0.00423911	0.0175482	0.00424175
0.4	-0.00480851	0.00313393	-0.00446311	0.00318697	-0.00445646	0.00318223
0.41	-0.00532079	0.00353173	-0.00568743	0.00353685	-0.00569386	0.00353581
0.42	0.00698947	0.00344603	0.00724224	0.00347733	0.00725507	0.00347432
0.43	0.000165834	0.00379783	0.000301613	0.00375517	0.00029624	0.00376037
0.44	0.000119087	0.0024573	4.55964e-05	0.00251244	1.57738e-05	0.00251574
0.45	-0.00581157	0.00287562	-0.00611646	0.00290105	-0.00604146	0.00290244
0.46	0.00346759	0.00256786	0.00390647	0.00259231	0.00392936	0.00258843
0.47	0.00268979	0.00271621	0.00261333	0.00268528	0.00258639	0.00269251
0.48	-0.00043152	0.00259496	-0.00061486	0.0025974	-0.000582514	0.00260283
0.49	0.0019709	0.00282821	0.00201044	0.00281237	0.00196703	0.00281271
0.5	-0.00205606	0.00235745	-0.00214527	0.00237108	-0.00218723	0.00236822
