0.61	0.0746769	4.87243e-05	0.00433072	2.17335e-05
0.6	0.0708133	3.91092e-05	0.00475741	5.68264e-05
0.59	0.0669321	3.48435e-05	0.00538125	4.44229e-05
0.58	0.0631294	3.65553e-05	0.00612406	6.30878e-05
0.57	0.0593539	3.39786e-05	0.00691731	8.0678e-05
0.56	0.0556215	3.68335e-05	0.00784475	9.61043e-05
0.55	0.0519882	3.57219e-05	0.00908991	0.000116106
0.54	0.0483775	4.37275e-05	0.0107242	0.000144815
0.53	0.0449648	4.46094e-05	0.0126028	0.00010165
0.52	0.0415986	4.58562e-05	0.0146831	0.000268005
0.51	0.03834	6.05737e-05	0.017739	0.000262259
0.5	0.035145	2.97114e-05	0.0219122	0.000284291
0.49	0.031845	1.87978e-05	0.0271902	0.000427089
0.48	0.0288734	4.30236e-05	0.0346122	0.000564011
0.47	0.0257912	7.9005e-05	0.0449466	0.00117737
0.46	0.0228158	3.73598e-05	0.0619289	0.0017609
0.45	0.0198366	9.95556e-05	0.088836	0.00392789
0.44	0.0167014	0.000141474	0.128873	0.0061893
0.43	0.0140242	9.45461e-05	0.161977	0.00546259
0.42	0.0106135	0.000122972	0.244775	0.00706487
0.41	0.00801014	0.000202316	0.306914	0.0110274
0.4	0.00552002	0.000118718	0.383956	0.00566292
0.39	0.00391225	0.000131202	0.41807	0.00766161
0.38	0.00261628	9.43123e-05	0.453173	0.00607606
0.37	0.00191317	6.07786e-05	0.46585	0.00483314
0.36	0.00137897	5.01476e-05	0.47288	0.0040176
0.35	0.000921126	1.83168e-05	0.484769	0.00126261
0.34	0.000618534	2.06768e-05	0.491439	0.00114644
0.33	0.000397361	2.06647e-05	0.494425	0.00145933
0.32	0.000278401	1.24224e-05	0.498077	0.000502192
