0.61	0.0747053	1.68971e-05	0	0
0.6	0.0707997	1.18954e-05	0	0
0.59	0.0669871	2.56041e-05	0	0
0.58	0.0631348	1.66599e-05	0	0
0.57	0.0594314	1.80367e-05	0	0
0.56	0.0557317	1.35969e-05	0	0
0.55	0.0521257	2.00187e-05	0	0
0.54	0.048639	2.01461e-05	0	0
0.53	0.0451861	1.73385e-05	0	0
0.52	0.041794	1.839e-05	0	0
0.51	0.0385822	1.09642e-05	0	0
0.5	0.0354772	1.44024e-05	0	0
0.49	0.0324003	2.31543e-05	0	0
0.48	0.0295377	2.2502e-05	0	0
0.47	0.0267524	1.72377e-05	0	0
0.46	0.0240999	1.77449e-05	0	0
0.45	0.0215792	1.76915e-05	0	0
0.44	0.0191886	1.89831e-05	0	0
0.43	0.0169889	2.38254e-05	0	0
0.42	0.0148433	2.04646e-05	0	0
0.41	0.0129383	2.15605e-05	0	0
0.4	0.0111297	2.11403e-05	0	0
0.39	0.00951508	4.07081e-05	0	0
0.38	0.00795757	3.50526e-05	0	0
0.37	0.00632194	7.52291e-05	0	0
0.36	0.00454323	0.000158368	0	0
0.35	0.00290782	0.000128792	0	0
0.34	0.0016772	8.56e-05	0	0
0.33	0.00103257	2.43872e-05	0	0
0.32	0.000680434	2.31274e-05	0	0
