0.2	2.54004e-07	1.42368e-07	0	0
0.21	9.72266e-07	2.40973e-07	0	0
0.22	4.12568e-06	7.88632e-07	0	0
0.23	6.96377e-06	9.10726e-07	0	0
0.24	1.184e-05	1.03929e-06	0	0
0.25	1.82422e-05	1.22011e-06	0	0
0.26	3.64239e-05	2.05957e-06	0	0
0.27	5.5801e-05	2.36033e-06	0	0
0.28	9.73941e-05	3.87012e-06	0	0
0.29	0.000159286	4.44225e-06	0	0
0.3	0.000245657	6.15048e-06	0	0
0.31	0.000404781	1.00743e-05	0	0
0.32	0.000645458	1.39238e-05	0	0
0.33	0.00101481	1.8855e-05	0	0
0.34	0.00165598	3.21702e-05	0	0
0.35	0.00258754	4.22387e-05	0	0
0.36	0.00434818	7.14531e-05	0	0
0.37	0.00635283	4.31589e-05	0	0
0.38	0.00791405	1.93487e-05	0	0
0.39	0.00948321	1.25125e-05	0	0
0.4	0.0111539	1.18326e-05	0	0
0.41	0.0129401	1.18775e-05	0	0
0.42	0.014878	1.29576e-05	0	0
0.43	0.0169509	1.10673e-05	0	0
0.44	0.0191891	1.12458e-05	0	0
0.45	0.0215915	1.23647e-05	0	0
0.46	0.0240979	1.06751e-05	0	0
0.47	0.0267171	9.44297e-06	0	0
0.48	0.0295153	1.28503e-05	0	0
0.49	0.0324261	9.39575e-06	0	0
0.5	0.0354377	8.66154e-06	0	0
