0.2	1	0	1	0	1	0
0.21	1	0	1	0	1	0
0.22	0.955256	0.0277714	0.998525	0.00087812	0.998525	0.000878091
0.23	0.98	0.019799	0.999375	0.000618718	0.999375	0.000618718
0.24	0.973548	0.0202126	0.998368	0.000934939	0.998369	0.000934403
0.25	0.973542	0.0102174	0.995194	0.00179349	0.995187	0.00179561
0.26	0.977118	0.00547214	0.98946	0.00271951	0.989496	0.00271134
0.27	0.977823	0.00471212	0.986451	0.00269745	0.986471	0.00269615
0.28	0.960052	0.0058905	0.965676	0.00482249	0.966056	0.00478925
0.29	0.959016	0.00534258	0.960111	0.00515167	0.96029	0.00518847
0.3	0.927239	0.00671179	0.927812	0.00670937	0.92786	0.00668176
0.31	0.870707	0.00889645	0.8712	0.0088493	0.87199	0.0087133
0.32	0.817596	0.0108316	0.818248	0.0108142	0.818133	0.010857
0.33	0.723872	0.014474	0.724825	0.0146478	0.725197	0.0145077
0.34	0.566003	0.0202026	0.567778	0.0200526	0.569115	0.0201269
0.35	0.447357	0.0179987	0.451973	0.0176903	0.451109	0.0178242
0.36	0.180939	0.0152075	0.184503	0.0148602	0.185181	0.0149332
0.37	0.090548	0.00950626	0.0938947	0.00956531	0.0929838	0.00950171
0.38	0.0386922	0.0086946	0.0379045	0.00901644	0.0381223	0.00907052
0.39	0.0179688	0.00790488	0.0188765	0.00764168	0.0187696	0.00757109
0.4	0.00288473	0.00866273	0.00226071	0.00853003	0.00227574	0.00851621
0.41	-0.00369784	0.00590463	-0.00476418	0.00621308	-0.00471268	0.00617371
0.42	-0.0115722	0.00521611	-0.0109396	0.00527137	-0.0108264	0.00528074
0.43	-0.00285323	0.00740541	-0.00238777	0.00753139	-0.00238539	0.00756999
0.44	-0.00530385	0.00698637	-0.0055865	0.00706237	-0.00565376	0.00708436
0.45	0.00662552	0.00491811	0.0060827	0.00492931	0.0061293	0.00495114
0.46	0.00104807	0.00506815	0.000133557	0.00496427	0.000148548	0.00495766
0.47	0.00355514	0.00427603	0.00433014	0.00432405	0.00430682	0.00432034
0.48	-0.00304665	0.00552023	-0.00371232	0.00552151	-0.00356545	0.00552924
0.49	0.00124338	0.00621385	0.00139634	0.00628249	0.00150409	0.00629137
0.5	0.00130868	0.00485201	0.0010864	0.00483787	0.00140685	0.00482848
