0.61	0.0747248	1.95639e-05	1.36979e-05	6.97638e-07
0.6	0.070818	1.41863e-05	1.6862e-05	8.80897e-07
0.59	0.066957	1.45082e-05	2.1276e-05	8.47422e-07
0.58	0.06314	2.72876e-05	2.63932e-05	1.69865e-06
0.57	0.0594142	1.5122e-05	3.3125e-05	1.38817e-06
0.56	0.0557361	1.58113e-05	4.05729e-05	1.71018e-06
0.55	0.0521569	2.46277e-05	4.70964e-05	1.70612e-06
0.54	0.0485851	1.24639e-05	6.41797e-05	2.24466e-06
0.53	0.0451897	9.26666e-06	7.86068e-05	4.18682e-06
0.52	0.0418401	1.51742e-05	0.000102448	4.44086e-06
0.51	0.0385743	9.20492e-06	0.000145026	4.59843e-06
0.5	0.0354366	1.72527e-05	0.000204375	4.08763e-06
0.49	0.0323754	2.03677e-05	0.000234375	1.08578e-05
0.48	0.0294995	2.07231e-05	0.000366328	1.42291e-05
0.47	0.0266929	2.45302e-05	0.000505104	2.13882e-05
0.46	0.0240906	2.36645e-05	0.000704518	3.29255e-05
0.45	0.0215696	2.5443e-05	0.000949492	4.84801e-05
0.44	0.0192059	2.17658e-05	0.00134599	6.86445e-05
0.43	0.0169333	2.0301e-05	0.00208615	9.80248e-05
0.42	0.0148806	2.25945e-05	0.00282415	0.000151701
0.41	0.0129272	2.11142e-05	0.00466328	0.000405045
0.4	0.0111572	2.13238e-05	0.00864237	0.00103087
0.39	0.00945636	2.60614e-05	0.0147227	0.00151929
0.38	0.0078824	5.34318e-05	0.0309876	0.00651551
0.37	0.00647152	7.94539e-05	0.0555634	0.0101407
0.36	0.00441264	0.000177597	0.20921	0.0266252
0.35	0.00258305	0.000100008	0.362511	0.0144283
0.34	0.00172866	9.04168e-05	0.412537	0.0155895
0.33	0.00106016	4.4063e-05	0.45406	0.00571698
0.32	0.000638722	3.53699e-05	0.476787	0.00540689
